Descripcion;Importe;Tipo;Categoria
cargo servicio online Hobby y deporte;82.72;2;Hobby y deporte
ticket proveedor habitual Hobby y deporte;10.55;2;Hobby y deporte
pago tarjeta comercio local Hobby y deporte;186.91;2;Hobby y deporte
compra proveedor habitual Hobby y deporte;71.22;2;Hobby y deporte
pago tarjeta comercio local Hobby y deporte;129.77;2;Hobby y deporte
cargo proveedor habitual Hobby y deporte;289.34;2;Hobby y deporte
compra servicio online Hobby y deporte;236.86;2;Hobby y deporte
factura servicio online Hobby y deporte;133.40;2;Hobby y deporte
pago tarjeta servicio online Hobby y deporte;11.19;2;Hobby y deporte
ticket comercio local Hobby y deporte;249.50;2;Hobby y deporte
movimiento proveedor habitual Hobby y deporte;329.35;2;Hobby y deporte
ticket proveedor habitual Hobby y deporte;86.01;2;Hobby y deporte
pago tarjeta servicio online Hobby y deporte;220.27;2;Hobby y deporte
cargo servicio online Hobby y deporte;216.06;2;Hobby y deporte
cargo proveedor habitual Hobby y deporte;327.36;2;Hobby y deporte
cargo servicio online Hogar y servicios;205.50;2;Hogar y servicios
pago tarjeta comercio local Hogar y servicios;117.66;2;Hogar y servicios
factura comercio local Hogar y servicios;240.02;2;Hogar y servicios
cargo proveedor habitual Hogar y servicios;129.03;2;Hogar y servicios
pago tarjeta proveedor habitual Hogar y servicios;30.72;2;Hogar y servicios
movimiento comercio local Hogar y servicios;291.59;2;Hogar y servicios
ticket comercio local Hogar y servicios;274.86;2;Hogar y servicios
compra comercio local Hogar y servicios;204.46;2;Hogar y servicios
pago tarjeta proveedor habitual Hogar y servicios;297.32;2;Hogar y servicios
pago tarjeta proveedor habitual Hogar y servicios;85.45;2;Hogar y servicios
movimiento proveedor habitual Hogar y servicios;159.74;2;Hogar y servicios
movimiento comercio local Hogar y servicios;212.12;2;Hogar y servicios
compra proveedor habitual Hogar y servicios;206.32;2;Hogar y servicios
ticket comercio local Hogar y servicios;31.10;2;Hogar y servicios
pago tarjeta servicio online Hogar y servicios;33.35;2;Hogar y servicios
factura proveedor habitual Hogar y servicios;75.27;2;Hogar y servicios
movimiento comercio local Hogar y servicios;206.44;2;Hogar y servicios
factura proveedor habitual Hogar y servicios;15.97;2;Hogar y servicios
movimiento servicio online Hogar y servicios;339.55;2;Hogar y servicios
ticket proveedor habitual Hogar y servicios;154.91;2;Hogar y servicios
pago tarjeta comercio local Hogar y servicios;315.51;2;Hogar y servicios
cargo comercio local Hogar y servicios;182.63;2;Hogar y servicios
ticket servicio online Hogar y servicios;318.01;2;Hogar y servicios
movimiento comercio local Hogar y servicios;319.85;2;Hogar y servicios
ticket servicio online Hogar y servicios;247.22;2;Hogar y servicios
ticket comercio local Hogar y servicios;147.36;2;Hogar y servicios
cargo servicio online Hogar y servicios;320.25;2;Hogar y servicios
pago tarjeta comercio local Hogar y servicios;103.84;2;Hogar y servicios
cargo servicio online Hogar y servicios;83.03;2;Hogar y servicios
cargo servicio online Hogar y servicios;166.77;2;Hogar y servicios
cargo servicio online Hogar y servicios;182.12;2;Hogar y servicios
cargo comercio local Hogar y servicios;231.01;2;Hogar y servicios
factura comercio local Hogar y servicios;331.04;2;Hogar y servicios
compra comercio local Hogar y servicios;10.31;2;Hogar y servicios
factura proveedor habitual Hogar y servicios;177.46;2;Hogar y servicios
ticket comercio local Hogar y servicios;102.25;2;Hogar y servicios
movimiento proveedor habitual Hogar y servicios;172.68;2;Hogar y servicios
movimiento servicio online Hogar y servicios;181.15;2;Hogar y servicios
factura proveedor habitual Hogar y servicios;193.15;2;Hogar y servicios
ticket servicio online Hogar y servicios;122.63;2;Hogar y servicios
compra proveedor habitual Hogar y servicios;238.21;2;Hogar y servicios
pago tarjeta comercio local Hogar y servicios;172.61;2;Hogar y servicios
compra comercio local Hogar y servicios;118.26;2;Hogar y servicios
pago tarjeta comercio local Hogar y servicios;226.27;2;Hogar y servicios
compra servicio online Hogar y servicios;133.42;2;Hogar y servicios
movimiento proveedor habitual Hogar y servicios;236.52;2;Hogar y servicios
cargo servicio online Hogar y servicios;101.82;2;Hogar y servicios
movimiento comercio local Hogar y servicios;44.82;2;Hogar y servicios
movimiento proveedor habitual Hogar y servicios;209.50;2;Hogar y servicios
cargo servicio online Hogar y servicios;170.88;2;Hogar y servicios
cargo proveedor habitual Hogar y servicios;314.95;2;Hogar y servicios
cargo proveedor habitual Hogar y servicios;325.59;2;Hogar y servicios
movimiento servicio online Hogar y servicios;39.83;2;Hogar y servicios
movimiento comercio local Hogar y servicios;207.04;2;Hogar y servicios
ticket comercio local Hogar y servicios;234.23;2;Hogar y servicios
factura proveedor habitual Hogar y servicios;53.54;2;Hogar y servicios
cargo proveedor habitual Hogar y servicios;195.99;2;Hogar y servicios
pago tarjeta proveedor habitual Hogar y servicios;137.15;2;Hogar y servicios
movimiento comercio local Hogar y servicios;287.65;2;Hogar y servicios
ticket comercio local Hogar y servicios;30.47;2;Hogar y servicios
movimiento proveedor habitual Household & Services Other;300.49;2;Household & Services Other
movimiento proveedor habitual Household & Services Other;334.66;2;Household & Services Other
ticket servicio online Household & Services Other;249.76;2;Household & Services Other
ticket proveedor habitual Household & Services Other;50.86;2;Household & Services Other
cargo servicio online Household & Services Other;315.28;2;Household & Services Other
pago tarjeta servicio online Household & Services Other;10.54;2;Household & Services Other
cargo proveedor habitual Household & Services Other;129.16;2;Household & Services Other
movimiento proveedor habitual Household & Services Other;220.98;2;Household & Services Other
factura servicio online Household & Services Other;116.02;2;Household & Services Other
movimiento comercio local Household & Services Other;259.04;2;Household & Services Other
pago tarjeta comercio local Household & Services Other;266.17;2;Household & Services Other
factura servicio online Household & Services Other;128.49;2;Household & Services Other
cargo servicio online Household & Services Other;133.18;2;Household & Services Other
movimiento servicio online Household & Services Other;346.29;2;Household & Services Other
factura comercio local Household & Services Other;234.86;2;Household & Services Other
factura proveedor habitual Household & Services Other;245.90;2;Household & Services Other
pago tarjeta proveedor habitual Household & Services Other;8.49;2;Household & Services Other
ticket proveedor habitual Household & Services Other;201.46;2;Household & Services Other
compra servicio online Household & Services Other;119.79;2;Household & Services Other
movimiento servicio online Household & Services Other;62.48;2;Household & Services Other
pago tarjeta proveedor habitual Household & Services Other;54.97;2;Household & Services Other
compra servicio online Household & Services Other;98.79;2;Household & Services Other
compra comercio local Household & Services Other;32.27;2;Household & Services Other
pago tarjeta servicio online Household & Services Other;180.90;2;Household & Services Other
cargo comercio local Household & Services Other;314.58;2;Household & Services Other
ticket servicio online Household & Services Other;171.05;2;Household & Services Other
factura servicio online Household & Services Other;284.61;2;Household & Services Other
movimiento proveedor habitual Household & Services Other;27.34;2;Household & Services Other
factura comercio local Household & Services Other;302.21;2;Household & Services Other
movimiento proveedor habitual Household & Services Other;213.06;2;Household & Services Other
pago tarjeta servicio online Household & Services Other;321.17;2;Household & Services Other
movimiento comercio local Household & Services Other;89.17;2;Household & Services Other
compra servicio online Household & Services Other;121.23;2;Household & Services Other
movimiento comercio local Household & Services Other;18.89;2;Household & Services Other
factura comercio local Household & Services Other;319.07;2;Household & Services Other
ticket comercio local Household & Services Other;38.62;2;Household & Services Other
movimiento servicio online Household & Services Other;157.14;2;Household & Services Other
movimiento proveedor habitual Household & Services Other;44.99;2;Household & Services Other
cargo comercio local Household & Services Other;52.78;2;Household & Services Other
cargo servicio online Household & Services Other;329.25;2;Household & Services Other
ticket comercio local Household & Services Other;110.83;2;Household & Services Other
factura servicio online Household & Services Other;76.49;2;Household & Services Other
factura servicio online Household & Services Other;83.22;2;Household & Services Other
movimiento servicio online Household & Services Other;203.82;2;Household & Services Other
compra proveedor habitual Household & Services Other;229.07;2;Household & Services Other
movimiento servicio online Household & Services Other;37.21;2;Household & Services Other
factura comercio local Household & Services Other;147.70;2;Household & Services Other
ticket comercio local Household & Services Other;40.57;2;Household & Services Other
compra proveedor habitual Household & Services Other;184.14;2;Household & Services Other
compra proveedor habitual Household & Services Other;310.02;2;Household & Services Other
compra proveedor habitual Household & Services Other;64.64;2;Household & Services Other
movimiento proveedor habitual Household & Services Other;227.66;2;Household & Services Other
cargo proveedor habitual Household & Services Other;16.47;2;Household & Services Other
movimiento comercio local Household & Services Other;6.21;2;Household & Services Other
cargo comercio local Household & Services Other;222.08;2;Household & Services Other
ticket proveedor habitual Household & Services Other;337.84;2;Household & Services Other
cargo comercio local Household & Services Other;125.24;2;Household & Services Other
cargo servicio online Household & Services Other;111.09;2;Household & Services Other
cargo proveedor habitual Household & Services Other;97.94;2;Household & Services Other
cargo servicio online Household & Services Other;316.49;2;Household & Services Other
ingreso proveedor habitual Ingresos;544.51;1;Ingresos
transferencia recibida proveedor habitual Ingresos;307.81;1;Ingresos
transferencia recibida comercio local Ingresos;755.64;1;Ingresos
cobro proveedor habitual Ingresos;565.05;1;Ingresos
transferencia recibida servicio online Ingresos;460.90;1;Ingresos
abono servicio online Ingresos;71.76;1;Ingresos
ingreso servicio online Ingresos;135.24;1;Ingresos
entrada comercio local Ingresos;756.76;1;Ingresos
abono proveedor habitual Ingresos;320.82;1;Ingresos
abono comercio local Ingresos;269.58;1;Ingresos
cobro servicio online Ingresos;448.71;1;Ingresos
ingreso comercio local Ingresos;135.09;1;Ingresos
transferencia recibida comercio local Ingresos;353.18;1;Ingresos
entrada comercio local Ingresos;749.03;1;Ingresos
cobro servicio online Ingresos;339.71;1;Ingresos
cobro comercio local Ingresos;642.79;1;Ingresos
ingreso proveedor habitual Ingresos;657.74;1;Ingresos
abono comercio local Ingresos;840.11;1;Ingresos
cobro servicio online Ingresos;90.41;1;Ingresos
ingreso servicio online Ingresos;735.23;1;Ingresos
ingreso servicio online Ingresos;141.65;1;Ingresos
abono comercio local Ingresos;87.01;1;Ingresos
entrada servicio online Ingresos;151.77;1;Ingresos
entrada proveedor habitual Ingresos;750.02;1;Ingresos
ingreso proveedor habitual Ingresos;257.56;1;Ingresos
transferencia recibida servicio online Ingresos;319.36;1;Ingresos
cobro comercio local Ingresos;314.31;1;Ingresos
entrada proveedor habitual Ingresos;560.69;1;Ingresos
ingreso proveedor habitual Ingresos;530.89;1;Ingresos
entrada proveedor habitual Ingresos;223.91;1;Ingresos
transferencia recibida comercio local Ingresos;543.40;1;Ingresos
transferencia recibida proveedor habitual Ingresos;506.21;1;Ingresos
abono comercio local Ingresos;855.36;1;Ingresos
entrada proveedor habitual Ingresos;253.18;1;Ingresos
transferencia recibida comercio local Ingresos;277.34;1;Ingresos
cobro servicio online Ingresos;219.66;1;Ingresos
cobro comercio local Ingresos;672.20;1;Ingresos
entrada servicio online Ingresos;383.28;1;Ingresos
ingreso servicio online Ingresos;48.09;1;Ingresos
ingreso servicio online Ingresos;850.70;1;Ingresos
ingreso servicio online Ingresos;700.33;1;Ingresos
ingreso comercio local Ingresos;121.24;1;Ingresos
cobro proveedor habitual Ingresos;643.99;1;Ingresos
abono comercio local Ingresos;593.23;1;Ingresos
cobro comercio local Ingresos;720.98;1;Ingresos
abono proveedor habitual Ingresos;745.23;1;Ingresos
cobro comercio local Ingresos;871.54;1;Ingresos
transferencia recibida servicio online Ingresos;365.44;1;Ingresos
entrada servicio online Ingresos;717.99;1;Ingresos
abono comercio local Ingresos;32.30;1;Ingresos
abono servicio online Ingresos;679.05;1;Ingresos
ingreso comercio local Ingresos;736.82;1;Ingresos
entrada comercio local Ingresos;607.47;1;Ingresos
transferencia recibida comercio local Ingresos;767.64;1;Ingresos
transferencia recibida servicio online Ingresos;52.23;1;Ingresos
cobro comercio local Ingresos;126.32;1;Ingresos
cobro proveedor habitual Ingresos;172.98;1;Ingresos
ingreso servicio online Ingresos;96.31;1;Ingresos
cobro comercio local Ingresos;455.65;1;Ingresos
cobro servicio online Ingresos;866.47;1;Ingresos
compra comercio local Internet y tecnologia;244.93;2;Internet y tecnologia
factura servicio online Internet y tecnologia;141.13;2;Internet y tecnologia
cargo proveedor habitual Internet y tecnologia;289.58;2;Internet y tecnologia
pago tarjeta proveedor habitual Internet y tecnologia;313.93;2;Internet y tecnologia
movimiento comercio local Internet y tecnologia;207.18;2;Internet y tecnologia
pago tarjeta comercio local Internet y tecnologia;282.66;2;Internet y tecnologia
pago tarjeta servicio online Internet y tecnologia;45.91;2;Internet y tecnologia
pago tarjeta proveedor habitual Internet y tecnologia;257.66;2;Internet y tecnologia
cargo proveedor habitual Internet y tecnologia;350.40;2;Internet y tecnologia
pago tarjeta proveedor habitual Internet y tecnologia;107.81;2;Internet y tecnologia
compra servicio online Internet y tecnologia;222.10;2;Internet y tecnologia
pago tarjeta proveedor habitual Internet y tecnologia;191.95;2;Internet y tecnologia
cargo proveedor habitual Internet y tecnologia;171.90;2;Internet y tecnologia
factura proveedor habitual Internet y tecnologia;204.17;2;Internet y tecnologia
compra proveedor habitual Internet y tecnologia;222.66;2;Internet y tecnologia
factura comercio local Internet y tecnologia;99.34;2;Internet y tecnologia
compra proveedor habitual Internet y tecnologia;304.90;2;Internet y tecnologia
compra proveedor habitual Internet y tecnologia;13.11;2;Internet y tecnologia
factura proveedor habitual Internet y tecnologia;19.06;2;Internet y tecnologia
compra comercio local Internet y tecnologia;51.37;2;Internet y tecnologia
movimiento proveedor habitual Internet y tecnologia;332.30;2;Internet y tecnologia
factura servicio online Internet y tecnologia;34.61;2;Internet y tecnologia
pago tarjeta proveedor habitual Internet y tecnologia;184.14;2;Internet y tecnologia
